Marque,Libellé modèle,Modèle,Groupe,Description Commerciale,Energie,Carrosserie,Cylindrée,Gamme,Puissance fiscale,Puissance maximale,Puissance nominale électrique,Poids à vide,Rapport poids-puissance,Type de boite,Nombre rapports,Autonomie elec Min,Autonomie elec Max,Autonomie elec urbain Min,Autonomie elec urbain Max,Essai CO2 type 1,Essai HC,Essai Nox,Essai HCNox,Essai particules,Masse OM Min,Masse OM Max,Bonus-Malus,Barème Bonus-Malus,Prix véhicule,Conso basse vitesse Avg,Conso moyenne vitesse Avg,Conso haute vitesse Avg,Conso T-haute vitesse Avg,Conso vitesse mixte Avg,Conso elec Avg,CO2 basse vitesse Avg,CO2 moyenne vitesse Avg,CO2 haute vitesse Avg,CO2 T-haute vitesse Avg,CO2 vitesse mixte Avg
RENAULT,TRAFIC,TRAFIC,RENAULT,TRAFIC (149ch),GAZOLE,MINIBUS,1997,MOYENNE SUPERIEURE,8,110.0,-1.0,2033,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.04,-1.0,0.038,0.045,0.0,2108,2108,Malus,14060.0,42550,8.3875,7.011,6.2780000000000005,7.9065,7.2865,-1.0,220.19,184.03,164.785,207.55,191.26
MERCEDES,CLASSE C,C 220,AUTRES,C 220 d 4MATIC,GAZ+ELEC HNR,BERLINE,1993,SUPERIEURE,11,147.0,10.0,1705,0.09,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.055,-1.0,0.006,0.014,0.0,1780,1780,Malus,11908.0,60783,6.88,5.009,4.253,4.8595,4.9725,-1.0,180.62,131.47,111.60499999999999,127.545,130.5
MERCEDES,CLASSE E,E 400,AUTRES,E 400 d 4MATIC,GAZOLE,COUPE,2925,LUXE,21,243.0,-1.0,1890,0.13,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.033,-1.0,0.035,0.051,0.001,1965,1965,Malus,12138.0,83000,11.0745,8.0235,6.406499999999999,6.8065,7.5,-1.0,290.20500000000004,210.235,167.835,178.325,196.5
B.M.W.,SERIE 4,420,AUTRES,420d Cabriolet,GAZ+ELEC HNR,CABRIOLET,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1775,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.089,-1.0,0.018,0.04,0.0,1850,1850,Malus,12403.0,62650,6.5395,5.140499999999999,4.659000000000001,5.314,5.24,-1.0,171.405,134.69,122.06,139.24,137.3
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1290,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.291,0.024,0.018,-1.0,0.001,1365,1365,Malus,260.0,35210,8.035499999999999,6.041,5.3725000000000005,6.3215,6.2,-1.0,183.025,137.47,122.21000000000001,143.85999999999999,141.1
FIAT,TIPO,TIPO,STELLANTIS,TIPO 5P 1.0 Firefly (100ch),ESSENCE,BERLINE,999,MOYENNE INFERIEURE,5,73.3,-1.0,1240,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.749,0.034,0.019,-1.0,0.0,1315,1315,Neutre 0,-1.0,21690,7.2940000000000005,5.567,4.923500000000001,5.933,5.7285,-1.0,165.36,125.905,111.22,134.27,129.6
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18d,GAZOLE,TS TERRAINS/CHEMINS,1995,MOYENNE SUPERIEURE,8,110.0,-1.0,1540,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.177,-1.0,0.016,0.065,0.0,1615,1615,Malus,310.0,45667,6.5715,5.3580000000000005,4.897,5.5055,5.4295,-1.0,172.065,140.21499999999997,128.115,144.08499999999998,142.1
SKODA,KODIAQ,KODIAQ,VGF,Kodiaq Laurin&Klement 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,GAZOLE,TS TERRAINS/CHEMINS,1968,SUPERIEURE,8,110.0,-1.0,1707,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.026,-1.0,0.03,0.039,0.0,1782,1782,Malus,650.0,33820,7.116,5.1685,4.508,5.334,5.282500000000001,-1.0,186.445,135.39999999999998,118.095,139.74,138.4
MINI,MINI,COUNTRYMAN,B.M.W.,MINI Cooper D Countryman (F60),GAZOLE,TS TERRAINS/CHEMINS,1995,INFERIEURE,8,110.0,-1.0,1510,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.177,-1.0,0.015,0.06,0.0,1585,1585,Malus,240.0,42567,6.6434999999999995,5.144,4.786,5.2455,5.2695,-1.0,173.95,134.61,125.22500000000001,137.275,137.9
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1320,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.273,0.023,0.015,-1.0,0.0,1395,1395,Malus,310.0,37510,8.384,5.958,5.294499999999999,6.2865,6.193,-1.0,191.25,135.78,120.6,143.29000000000002,141.14999999999998
MERCEDES,CLASSE S,S 400,AUTRES,S 400 d 4MATIC,GAZOLE,BERLINE,2925,LUXE,21,243.0,-1.0,1985,0.12,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.036,-1.0,0.034,0.057,0.0,2060,2060,Malus,11271.0,121725,10.8425,7.5024999999999995,5.7305,5.958,6.8535,-1.0,284.045,196.515,150.07999999999998,156.03,179.5
RENAULT,MEGANE,MEGANE,RENAULT,MEGANE Berline (115ch),GAZOLE,BERLINE,1461,MOYENNE INFERIEURE,6,85.0,-1.0,1320,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.171,-1.0,0.021,0.082,0.0,1395,1395,Neutre 0,-1.0,32275,5.5135000000000005,4.836,4.208,4.995,4.789,-1.0,144.26,126.475,109.995,130.65,125.25
B.M.W.,SERIE 1,116,AUTRES,116i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,6,80.0,-1.0,1320,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.179,0.019,0.011,-1.0,0.0,1395,1395,Malus,260.0,33960,8.1095,6.103,5.3645,6.2255,6.186,-1.0,185.13,139.26,122.37,142.04500000000002,141.15
TOYOTA,AYGO X,AYGO X,TOYOTA,Aygo X 1.0L VVT-i (72ch) BVM5 Design,ESSENCE,BERLINE,998,ECONOMIQUE,4,53.0,-1.0,950,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.246,0.022,0.017,-1.0,-1.0,1025,1025,Neutre 0,-1.0,19433,5.3580000000000005,4.4254999999999995,4.232,5.504,4.8725000000000005,-1.0,121.35,100.17,95.765,124.67500000000001,110.32499999999999
RENAULT,TRAFIC,TRAFIC,RENAULT,TRAFIC (149ch),GAZOLE,MINIBUS,1997,MOYENNE SUPERIEURE,8,110.0,-1.0,1981,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.04,-1.0,0.038,0.045,0.0,2056,2056,Malus,14048.0,42550,8.3875,7.011,6.2780000000000005,7.9065,7.2865,-1.0,220.19,184.03,164.785,207.55,191.26
MERCEDES,CLASSE C,C 220,AUTRES,C 220d 4MATIC All-Terrain,GAZ+ELEC HNR,BREAK,1993,SUPERIEURE,11,147.0,10.0,1765,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.055,-1.0,0.006,0.014,0.0,1840,1840,Malus,12308.0,62283,6.88,5.009,4.253,4.8595,4.9725,-1.0,180.62,131.47,111.60499999999999,127.545,130.5
VOLKSWAGEN,KOMBI,KOMBI,VGF,TRANSPORTER 6.1 vitré L2 CARAVELLE Confortline Long / Carat Long 2.0 TDI (150ch) DSG7,GAZOLE,MINIBUS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1919,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.015,-1.0,0.033,0.047,0.0,1994,1994,Malus,25556.0,60740,9.32,7.3245000000000005,6.5165,7.9254999999999995,7.5545,-1.0,244.475,192.115,170.915,207.89,198.14999999999998
B.M.W.,SERIE 1,120,AUTRES,120d xDrive,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,10,140.0,-1.0,1515,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.071,-1.0,0.021,0.058,0.0,1590,1590,Malus,310.0,46988,6.948,5.3294999999999995,4.83,5.3725000000000005,5.4065,-1.0,182.10500000000002,139.635,126.525,140.76999999999998,141.65
B.M.W.,SERIE 5,520,AUTRES,520d xDrive Touring,GAZ+ELEC HNR,BREAK,1995,LUXE,10,140.0,0.0,1840,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.1,-1.0,0.019,0.048,0.0,1915,1915,Malus,13073.0,63713,6.985,5.9265,5.0045,5.641,5.682,-1.0,182.845,155.10500000000002,130.94,147.625,148.7
MERCEDES,CLASSE GLC,GLC 43 AMG,AUTRES,AMG GLC 43 4MATIC,ESSENCE,TS TERRAINS/CHEMINS,2996,SUPERIEURE,27,287.0,-1.0,1805,0.16,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.216,0.03,0.033,-1.0,0.0,1880,1880,Malus,40000.0,80100,16.6895,10.3955,9.233,10.4655,10.8995,-1.0,379.19,236.04500000000002,209.595,237.62,247.5
VOLKSWAGEN,TIGUAN,TIGUAN,VGF,TIGUAN R-Line 2.0 TDI (150ch) DSG7 ess5 ss+r opt PAC 19/20'' rlt fbl résist EU6AP FIA gnI,GAZOLE,TS TERRAINS/CHEMINS,1968,MOYENNE SUPERIEURE,8,110.0,-1.0,1556,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.026,-1.0,0.03,0.039,0.0,1631,1631,Malus,1386.0,48739,7.431,5.3985,4.709,5.572,5.518000000000001,-1.0,194.70999999999998,141.425,123.36000000000001,145.975,144.565
KIA,RIO,RIO,HYUNDAI,RIO 1.2 essence DPi (84ch) ISG BVM5,ESSENCE,BERLINE,1197,MOYENNE INFERIEURE,4,61.8,-1.0,1045,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.327,0.038,0.014,-1.0,-1.0,1120,1120,Neutre 0,-1.0,17473,6.83,5.256,4.7565,6.0895,5.607,-1.0,154.825,119.0,107.64500000000001,137.97,127.0
RENAULT,ARKANA,ARKANA,RENAULT,ARKANA (158ch+0Kw),ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,MOYENNE INFERIEURE,8,116.0,0.0,1347,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.263,0.012,0.02,-1.0,0.0,1422,1422,Malus,11905.0,36125,7.472,5.79,5.0615,6.182,5.9285,-1.0,169.315,131.10500000000002,114.55,140.005,134.25
KIA,PICANTO,PICANTO,HYUNDAI,PICANTO 1.0 essence DPi (67ch) ISG BVM5,ESSENCE,BERLINE,998,INFERIEURE,4,49.3,-1.0,903,0.05,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.324,0.025,0.012,-1.0,-1.0,978,978,Neutre 0,-1.0,14810,6.0120000000000005,4.8545,4.5555,5.8065,5.2545,-1.0,136.245,109.905,103.1,131.565,119.0
RENAULT,CLIO,CLIO,RENAULT,CLIO (91ch),ESSENCE,BERLINE,999,INFERIEURE,5,67.0,-1.0,1088,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.216,0.03,0.025,-1.0,-1.0,1163,1163,Neutre 0,-1.0,21183,6.9975000000000005,5.135,4.7115,5.8115000000000006,5.492,-1.0,158.405,116.125,106.51,131.48,124.235
MERCEDES,CLASSE GLC,GLC 220,AUTRES,GLC 220 d 4MATIC,GAZOLE,TS TERRAINS/CHEMINS,1950,SUPERIEURE,11,143.0,-1.0,1770,0.08,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.036,-1.0,0.034,0.042,0.001,1845,1845,Malus,6165.0,69575,7.992000000000001,6.393000000000001,5.67,6.9030000000000005,6.564,-1.0,210.04,168.0,148.995,181.4,172.5
MAZDA,MAZDA 3,3,AUTRES,"MAZDA3 (AM 2022) E-SKYACTIV G (122ch) 4x2 BVM (JANTES 16"")",ESS+ELEC HNR,BERLINE,1998,MOYENNE INFERIEURE,6,90.0,0.0,1305,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.409,0.051,0.02,-1.0,0.0,1380,1380,Neutre 0,11900.0,29400,7.300000000000001,5.449999999999999,4.9,5.95,5.7,-1.0,162.39999999999998,124.25,110.7,134.05,128.9
RENAULT,KANGOO,KANGOO,RENAULT,KANGOO (130ch),ESSENCE,COMBISPACE,1332,INFERIEURE,7,96.0,-1.0,1519,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.234,0.012,0.022,-1.0,0.001,1594,1594,Malus,2205.0,31000,8.7405,6.788,6.188000000000001,7.9175,7.2635000000000005,-1.0,198.195,153.83499999999998,140.195,179.495,164.64
VOLKSWAGEN,POLO,POLO,VGF,POLO 1.0 TSI (110ch) DSG7 ess2 ss+r 17'' DCC EU6AP FIA gnI,ESSENCE,BERLINE,999,INFERIEURE,6,81.0,-1.0,1134,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.191,0.025,0.037,-1.0,0.0,1209,1209,Malus,170.0,26043,7.2855,5.398,4.7485,5.4885,5.481,-1.0,165.6,122.595,107.8,124.65,124.49000000000001
B.M.W.,SERIE 4,420,AUTRES,420d Gran Coupe,GAZ+ELEC HNR,BERLINE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1705,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.112,-1.0,0.017,0.045,0.0,1780,1780,Malus,11912.0,56383,6.4079999999999995,4.9655000000000005,4.5785,5.2155000000000005,5.127,-1.0,167.905,130.07,119.91,136.625,134.3
OPEL,INSIGNIA GRAND SPORT,INSIGNIA,STELLANTIS,INSIGNIA GRAND SPORT (174ch),GAZOLE,BERLINE,1995,MOYENNE SUPERIEURE,9,128.0,-1.0,1540,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.049,-1.0,0.014,0.027,0.002,1615,1615,Malus,125.0,44313,7.298,5.3085,4.35,5.1945,5.2375,-1.0,191.02499999999998,138.91,113.80000000000001,135.915,137.05
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 MAXI Caddy/Life/Style 1.5 TSI (114ch) BVM6,ESSENCE,COMBISPACE,1498,INFERIEURE,6,84.0,-1.0,1552,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.245,0.029,0.031,-1.0,0.0,1627,1627,Malus,898.0,32330,8.2125,6.5,5.7795000000000005,7.0995,6.719,-1.0,186.37,147.43,131.035,161.06,152.4
LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT,TATA,DISCOVERY SPORT D200 Hybride MHEV 5+2PL,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1998,SUPERIEURE,11,150.0,10.5,2019,0.07,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.121,-1.0,0.035,0.052,0.0,2094,2094,Malus,14904.0,60241,7.677,7.029,5.98,7.1125,6.822,-1.0,201.49,184.46,156.905,186.66,179.025
FIAT,500C,500,STELLANTIS,500 Hybrid 1.0 BSG (70ch) Start/Stop Euro 6,ESS+ELEC HNR,BERLINE,999,ECONOMIQUE,4,51.5,1.37,1011,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.3,0.028,0.022,-1.0,-1.0,1086,1086,Neutre 0,11900.0,19150,5.338,4.623,4.2925,5.589499999999999,4.959,-1.0,121.39500000000001,105.08,97.52000000000001,127.145,112.75
FORD,TOURNEO,TOURNEO CONNECT,FORD,TOURNEO CONNECT 1.5 EcoBlue (120ch) BVM6,GAZOLE,COMBISPACE,1499,INFERIEURE,6,88.0,-1.0,1589,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.045,0.005,0.03,0.034,0.0,1664,1797,Malus,450.0,28093,6.3420000000000005,5.6685,5.1835,6.558,5.9245,-1.0,166.23000000000002,148.565,135.845,171.89,155.275
NISSAN,QASHQAI,QASHQAI,NISSAN,Mild Hybrid (158ch) Xtronic  N-CONNECTA,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,8,116.0,0.0,1375,0.08,VARIATION CONTINUE,1,-1.0,-1.0,-1.0,-1.0,0.292,0.017,0.02,-1.0,0.0,1450,1450,Malus,11916.0,39315,7.951499999999999,6.159000000000001,5.49,6.882,6.4475,-1.0,179.535,138.95499999999998,123.815,155.33,145.5
B.M.W.,SERIE X,X6,AUTRES,X6 M50i,ESSENCE,TS TERRAINS/CHEMINS,4395,LUXE,44,390.0,-1.0,2240,0.17,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.213,0.016,0.012,-1.0,0.001,2315,2315,Malus,40000.0,101800,17.945,11.503499999999999,9.8735,10.8015,11.609,-1.0,409.96000000000004,262.66999999999996,225.39999999999998,246.635,265.1
TOYOTA,AYGO,AYGO,TOYOTA,AYGO 1.0 VVT-i MMT Citadine 5P x-play / x-look / x-clusiv,ESSENCE,BERLINE,998,ECONOMIQUE,4,53.0,-1.0,860,0.06,AUTOMATIQUE,5,-1.0,-1.0,-1.0,-1.0,0.246,0.026,0.018,-1.0,-1.0,935,935,Neutre 0,-1.0,16515,6.2595,4.829000000000001,4.525,5.9035,5.3065,-1.0,141.865,109.35,102.42,133.77,120.205
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1430,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.312,0.031,0.016,-1.0,0.0,1505,1505,Malus,1901.0,42517,8.927,6.59,5.7565,6.877000000000001,6.746499999999999,-1.0,203.09500000000003,149.79000000000002,130.78,156.335,153.35
VOLKSWAGEN,TIGUAN,TIGUAN,VGF,TIGUAN R-Line 1.5 TSI (150ch) DSG7 ess4 ss+r opt PAC 19/20'' rlt fbl résist EU6AP FIA gnI,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1461,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.234,0.024,0.024,-1.0,0.0,1536,1536,Malus,3119.0,45809,8.8625,6.999499999999999,6.057,7.2725,7.054,-1.0,201.45999999999998,159.01,137.55,165.235,160.26
JAGUAR,XF,XF,TATA,XF D200 AWD BVA,GAZ+ELEC HNR,BERLINE,1998,SUPERIEURE,11,150.0,10.5,1833,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.082,0.017,0.023,0.04,0.0,1908,1908,Malus,12998.0,69820,6.9965,5.985,5.0440000000000005,5.946999999999999,5.816000000000001,-1.0,183.45499999999998,156.905,132.205,155.91,152.48000000000002
B.M.W.,SERIE 4,420,AUTRES,420i Coupe,ESSENCE,COUPE,1998,MOYENNE SUPERIEURE,10,135.0,-1.0,1525,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.355,0.027,0.014,-1.0,0.0,1600,1600,Malus,540.0,53100,9.266,6.859,5.8614999999999995,6.42,6.715999999999999,-1.0,210.85,155.95999999999998,133.2,145.94,152.7
VOLKSWAGEN,T-ROC,T-ROC,VGF,T-ROC 1.5 TSI (150ch) BVM6 18/19'' EU6AP FIA éqt gnI Freins 16'',ESSENCE,TS TERRAINS/CHEMINS,1498,INFERIEURE,8,110.0,-1.0,1270,0.09,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.115,0.013,0.018,-1.0,0.0,1345,1345,Malus,450.0,34790,7.792,5.865,5.1705000000000005,6.1114999999999995,5.9945,-1.0,175.865,132.31,116.61500000000001,137.885,135.25
B.M.W.,SERIE 4,420,AUTRES,420d Gran Coupe,GAZ+ELEC HNR,BERLINE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1705,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.112,-1.0,0.017,0.045,0.0,1780,1780,Neutre 0,11900.0,56383,6.4079999999999995,4.9655000000000005,4.5785,5.2155000000000005,5.127,-1.0,167.905,130.07,119.91,136.625,134.3
B.M.W.,SERIE 2,220,AUTRES,220d Gran Coupé,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,10,140.0,-1.0,1505,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.19,-1.0,0.016,0.069,0.0,1580,1580,Malus,190.0,47413,6.5595,5.1875,4.6845,5.1915,5.2170000000000005,-1.0,171.73000000000002,135.73000000000002,122.53999999999999,135.85,136.5
TOYOTA,CAMRY,CAMRY,TOYOTA,Camry 2.5L Hybrid Dynamic Force (218ch) Dynamic. Dynamic Business,ESS+ELEC HNR,BERLINE,2487,SUPERIEURE,9,131.0,48.0,1595,0.08,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.182,0.014,0.002,-1.0,0.0,1670,1670,Neutre 0,11900.0,45365,6.0525,4.804,4.8315,6.08,5.4315,-1.0,137.13,108.78,109.405,137.765,123.025
KIA,PICANTO,PICANTO,HYUNDAI,PICANTO 1.2 essence DPi (84ch) ISG BVMA5,ESSENCE,BERLINE,1197,INFERIEURE,4,61.8,-1.0,909,0.07,AUTOMATIQUE,5,-1.0,-1.0,-1.0,-1.0,0.24,0.029,0.021,-1.0,-1.0,984,984,Neutre 0,-1.0,18073,6.858499999999999,5.2620000000000005,4.805,5.8870000000000005,5.5555,-1.0,155.655,119.32499999999999,108.91499999999999,133.55,126.0
MAZDA,MAZDA 3,3,AUTRES,"MAZDA3 (AM 2022) E-SKYACTIV X (186ch) 4x2 BVM (JANTES 18"" ET TOIT OUVRANT - SPORTLINE)",ESS+ELEC HNR,BERLINE,1998,MOYENNE INFERIEURE,10,137.0,0.0,1376,0.1,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.127,0.011,0.029,-1.0,0.0,1451,1451,Neutre 0,11900.0,35050,6.550000000000001,5.05,4.75,5.65,5.35,-1.0,146.89999999999998,115.30000000000001,107.05000000000001,127.44999999999999,121.4
B.M.W.,SERIE 2,220,AUTRES,220i Gran Coupé,ESSENCE,BERLINE,1998,MOYENNE INFERIEURE,9,131.0,-1.0,1430,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.156,0.017,0.011,-1.0,0.0,1505,1505,Malus,540.0,44133,9.1705,6.426,5.418,6.333,6.4475,-1.0,209.405,146.65,123.60499999999999,144.525,147.14999999999998
CUPRA,FORMENTOR,FORMENTOR,VGF,CUPRA FORMENTOR 1.5 TSI (150ch) BVM6,ESSENCE,TS TERRAINS/CHEMINS,1498,MOYENNE SUPERIEURE,8,110.0,-1.0,1383,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.381,0.031,0.014,-1.0,0.001,1458,1458,Malus,1504.0,38453,8.862,6.7625,5.893000000000001,6.957,6.843,-1.0,200.67000000000002,152.78,133.055,157.185,154.60000000000002
B.M.W.,SERIE 5,520,AUTRES,520d Berline,GAZ+ELEC HNR,BERLINE,1995,LUXE,10,140.0,0.0,1675,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.116,-1.0,0.018,0.043,0.0,1750,1750,Malus,11901.0,58463,6.4985,5.119,4.609,5.199999999999999,5.1739999999999995,-1.0,170.115,133.95,120.585,136.075,135.39999999999998
FIAT,TIPO,TIPO,STELLANTIS,TIPO SW 1.0 Firefly (100ch),ESSENCE,BERLINE,999,MOYENNE INFERIEURE,5,73.3,-1.0,1270,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.749,0.034,0.019,-1.0,0.0,1345,1345,Malus,150.0,21690,7.2940000000000005,5.567,4.923500000000001,5.933,5.7285,-1.0,165.36,125.905,111.22,134.27,129.6
PEUGEOT,208,208,AUTRES,208 1.2 PureTech S&S (100ch) BVM6,ESSENCE,BERLINE,1199,INFERIEURE,5,74.0,-1.0,1090,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.509,0.022,0.014,-1.0,0.0,1165,1165,Neutre 0,-1.0,24256,6.5649999999999995,5.2,4.5184999999999995,5.431,5.254,-1.0,147.675,116.8,101.39,122.02000000000001,118.015
ALFA ROMEO,GIULIA,GIULIA,STELLANTIS,GIULIA 2.2 Diesel (190ch) AT8,GAZOLE,BERLINE,2143,SUPERIEURE,10,140.0,-1.0,1465,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.048,-1.0,0.041,0.044,0.0,1570,1570,Malus,210.0,50883,7.103999999999999,5.2379999999999995,4.3919999999999995,4.9005,5.106,-1.0,186.195,137.26,115.07499999999999,128.41,133.8
SKODA,KODIAQ,KODIAQ,VGF,Kodiaq Style 2.0 TDI (200ch) DSG7 4x4. 7PL. classe A,GAZOLE,TS TERRAINS/CHEMINS,1968,SUPERIEURE,11,147.0,-1.0,1734,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.021,-1.0,0.03,0.04,0.0,1809,1809,Malus,4369.0,53727,8.386,6.039,5.361,6.3635,6.2575,-1.0,219.735,158.22,140.45,166.725,163.95
OPEL,CORSA,CORSA,STELLANTIS,CORSA (75ch),ESSENCE,BERLINE,1199,INFERIEURE,4,55.0,-1.0,980,0.06,MECANIQUE,5,-1.0,-1.0,-1.0,-1.0,0.475,0.034,0.012,-1.0,-1.0,1055,1055,Neutre 0,-1.0,19800,6.5015,5.2275,4.766,5.8305,5.468999999999999,-1.0,146.415,117.57499999999999,107.13499999999999,131.215,123.035
B.M.W.,SERIE 4,420,AUTRES,420d xDrive Coupe,GAZ+ELEC HNR,COUPE,1995,MOYENNE SUPERIEURE,10,140.0,0.0,1670,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.087,-1.0,0.017,0.045,0.0,1745,1745,Malus,11909.0,58050,6.663,5.2165,4.6875,5.2965,5.2745,-1.0,174.64499999999998,136.675,122.795,138.78,138.2
MERCEDES,CLASSE S,S 400,AUTRES,S 400 d 4MATIC,GAZOLE,BERLINE,2925,LUXE,21,243.0,-1.0,1985,0.12,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.036,-1.0,0.034,0.057,0.0,2060,2060,Malus,11703.0,121725,10.8425,7.5024999999999995,5.7305,5.958,6.8535,-1.0,284.045,196.515,150.07999999999998,156.03,179.5
MERCEDES,CLASSE E,E 400,AUTRES,E 400 d 4MATIC,GAZOLE,BERLINE,2925,LUXE,21,243.0,-1.0,1845,0.13,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.033,-1.0,0.035,0.051,0.001,1920,1920,Malus,13212.0,77425,11.0745,8.0235,6.406499999999999,6.8065,7.5,-1.0,290.20500000000004,210.235,167.835,178.325,196.5
MERCEDES,VITO TOURER,VITO,AUTRES,VITO Tourer extra-long 124 CDI (237ch) Propulsion 4x2 PTAC 3200kg,GAZOLE,MINIBUS,1950,MOYENNE INFERIEURE,14,174.0,-1.0,1982,0.09,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.116,-1.0,0.022,0.037,0.0,2057,2057,Malus,19380.0,47096,9.955,7.6965,6.686999999999999,7.994,7.792,-1.0,260.695,201.51,175.05,209.3,204.0
